,tweet_id,text,rating_numerator,rating_denominator,name,url,source,stage,Date,Year,Month,Day_of_Week,Time,Hour,favorite_count,retweet_count
18,888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af,13,10,Ralphus,https://t.co/YnYAFCTTiK,Twitter for iPhone,unidentified,2017-07-22,2017,July,Saturday,00:23:06,0,20194,3698
19,888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,12,10,Gerald,https://t.co/UibDBnVpvR,Twitter for iPhone,unidentified,2017-07-20,2017,July,Thursday,16:49:33,16,22068,3611
20,887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,13,10,Jeffrey,https://t.co/m7BR4JgDrZ,Twitter for iPhone,unidentified,2017-07-19,2017,July,Wednesday,16:06:48,16,30596,5548
21,887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy),14,10,such,https://t.co/20VrLAA8ba,Twitter for iPhone,unidentified,2017-07-19,2017,July,Wednesday,03:39:09,3,46777,11980
22,887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,13,10,Canela,https://t.co/cLyzpcUcMX,Twitter for iPhone,unidentified,2017-07-19,2017,July,Wednesday,00:47:34,0,70052,18760
23,887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),13,10,None,https://t.co/WZqNqygEyV,Twitter for iPhone,unidentified,2017-07-18,2017,July,Tuesday,16:08:03,16,34098,10659
24,887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,12,10,None,https://t.co/UgW2xbO7Rg,Twitter for iPhone,unidentified,2017-07-18,2017,July,Tuesday,00:07:08,0,30944,6114
25,886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,13,10,Maya,https://t.co/I6oNy0CgiT,Twitter for iPhone,unidentified,2017-07-17,2017,July,Monday,16:17:36,16,35650,7982
26,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help
",13,10,Mingus,https://t.co/RipKYZ0T1u,Twitter for iPhone,unidentified,2017-07-16,2017,July,Sunday,23:58:41,23,12240,3389
27,886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal,13,10,Derek,https://t.co/BCoWue0abA,Twitter for iPhone,unidentified,2017-07-16,2017,July,Sunday,20:14:00,20,22712,4581
28,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,12,10,Roscoe,https://t.co/iIu3AF8IWH,Twitter for iPhone,pupper,2017-07-15,2017,July,Saturday,23:25:31,23,21411,3271
29,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,13,10,Waffles,https://t.co/xZDA9Qsq1O,Twitter for iPhone,unidentified,2017-07-15,2017,July,Saturday,16:17:19,16,28335,6462
30,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,12,10,Jimbo,https://t.co/lWeeGBBXmE,Twitter for iPhone,unidentified,2017-07-14,2017,July,Friday,22:10:11,22,33154,7003
31,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,13,10,Maisey,https://t.co/tp1kQ8i9JF,Twitter for iPhone,unidentified,2017-07-13,2017,July,Thursday,15:58:47,15,36476,6606
32,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,13,10,None,https://t.co/JMU4y341NB,Twitter for iPhone,unidentified,2017-07-12,2017,July,Wednesday,16:03:00,16,22219,4499
33,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",12,10,Earl,https://t.co/MYJvdlNRVa,Twitter for iPhone,unidentified,2017-07-12,2017,July,Wednesday,00:01:00,0,78649,19034
34,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,13,10,Lola,https://t.co/DbNzLkDIxh,Twitter for iPhone,unidentified,2017-07-11,2017,July,Tuesday,20:47:12,20,28337,6010
35,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,13,10,Kevin,https://t.co/1r4MFCbCX5,Twitter for iPhone,unidentified,2017-07-11,2017,July,Tuesday,00:00:02,0,24645,5059
36,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",14,10,None,https://t.co/JkL9KmUt8X,Twitter for iPhone,unidentified,2017-07-10,2017,July,Monday,15:58:53,15,27347,5809
37,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,12,10,Yogi,https://t.co/KcQj5mNR4m,Twitter for iPhone,doggo,2017-07-09,2017,July,Sunday,21:29:42,21,20652,3080
38,883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,12,10,Noah,https://t.co/zrf7IQnlHI,Twitter for iPhone,unidentified,2017-07-09,2017,July,Sunday,00:00:04,0,22179,3542
39,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",5,10,Bella,https://t.co/qjrljjt948,Twitter for iPhone,unidentified,2017-07-08,2017,July,Saturday,00:28:19,0,46557,10284
40,883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,13,10,Grizzwald,https://t.co/vAdjP5ANuJ,Twitter for iPhone,floofer,2017-07-07,2017,July,Friday,16:22:55,16,22840,3784
41,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",13,10,None,https://t.co/Se5fZ9wp5E,Twitter for iPhone,unidentified,2017-07-07,2017,July,Friday,00:17:54,0,37690,6860
42,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,13,10,Rusty,https://t.co/tyER0KpdXj,Twitter for iPhone,unidentified,2017-07-06,2017,July,Thursday,15:58:11,15,24281,4062
43,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,12,10,Gus,https://t.co/D43I96SlVu,Twitter for iPhone,pupper,2017-07-06,2017,July,Thursday,00:46:41,0,28705,5060
44,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),13,10,Stanley,https://t.co/KoU1kxPBcn,Twitter for iPhone,unidentified,2017-07-05,2017,July,Wednesday,15:48:34,15,28243,6265
45,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,13,10,Alfy,https://t.co/fYP5RlutfA,Twitter for iPhone,unidentified,2017-07-04,2017,July,Tuesday,16:01:23,16,45580,11938
46,882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",13,10,Koko,https://t.co/cj0lK9TLUv,Twitter for iPhone,unidentified,2017-07-04,2017,July,Tuesday,01:18:17,1,29752,5136
47,881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,12,10,Rey,https://t.co/503CgWbhxQ,Twitter for iPhone,unidentified,2017-07-03,2017,July,Monday,16:04:48,16,24624,3501
48,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,13,10,Gary,https://t.co/7CSWCl8I6s,Twitter for iPhone,unidentified,2017-07-03,2017,July,Monday,00:11:11,0,51219,10980
49,881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)",14,10,a,https://t.co/w1FVZz0JFM,Twitter for iPhone,pupper,2017-07-02,2017,July,Sunday,15:32:16,15,50092,16459
50,881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,12,10,Elliot,https://t.co/J4Q5YjzLH0,Twitter for iPhone,unidentified,2017-07-01,2017,July,Saturday,21:49:04,21,23379,5306
51,880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking,13,10,Louis,https://t.co/D0wb1GlKAt,Twitter for iPhone,unidentified,2017-06-30,2017,June,Friday,23:47:07,23,17222,2858
52,880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,12,10,None,https://t.co/1nxJLhk0Sd,Twitter for iPhone,unidentified,2017-06-30,2017,June,Friday,19:35:32,19,21599,3931
53,880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,12,10,Bella,https://t.co/4VsFysDmiw,Twitter for iPhone,unidentified,2017-06-29,2017,June,Thursday,16:39:47,16,28889,6460
54,880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,12,10,Jesse,https://t.co/fUod0tVmvK,Twitter for iPhone,unidentified,2017-06-29,2017,June,Thursday,00:27:25,0,27451,4375
55,880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,11,10,None,https://t.co/yxYE3cWcCP,Twitter for iPhone,unidentified,2017-06-28,2017,June,Wednesday,16:09:20,16,27977,4476
56,879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,13,10,Romeo,https://t.co/Qh5aEkRQm9,Twitter for iPhone,unidentified,2017-06-28,2017,June,Wednesday,00:42:13,0,22564,3605
57,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,12,10,Bailey,https://t.co/IxM9IMKQq8,Twitter for iPhone,unidentified,2017-06-27,2017,June,Tuesday,00:10:17,0,23694,3284
58,879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),13,10,Duddles,https://t.co/UDT7ZkcTgY,Twitter for iPhone,unidentified,2017-06-26,2017,June,Monday,19:07:24,19,107386,45453
59,879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,12,10,Jack,https://t.co/RqUrIisQta,Twitter for iPhone,unidentified,2017-06-26,2017,June,Monday,16:31:08,16,16993,3214
60,879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,11,10,Steven,https://t.co/ffTAMZt2n7,Twitter for iPhone,unidentified,2017-06-25,2017,June,Sunday,18:56:45,18,22895,4864
61,879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,13,10,Beau,https://t.co/YDtpCjIPKN,Twitter for iPhone,unidentified,2017-06-25,2017,June,Sunday,16:07:47,16,19210,2782
62,878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,13,10,Snoopy,https://t.co/0Uxl9Gq7hN,Twitter for iPhone,puppo,2017-06-25,2017,June,Sunday,00:45:22,0,19617,4254
63,878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below
",13,10,Shadow,https://t.co/5HuiInQveF,Twitter for iPhone,unidentified,2017-06-23,2017,June,Friday,16:00:04,16,7867,1334
64,878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,14,10,Emmy,https://t.co/cwtWnHMVpe,Twitter for iPhone,unidentified,2017-06-23,2017,June,Friday,01:10:23,1,42594,7084
65,877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,13,10,Aja,https://t.co/lsPyyAiF1r,Twitter for iPhone,unidentified,2017-06-22,2017,June,Thursday,03:54:17,3,81171,19816
66,877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,12,10,Penny,https://t.co/rc53DmRHwK,Twitter for iPhone,unidentified,2017-06-21,2017,June,Wednesday,15:58:08,15,23093,3950
67,877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",13,10,Dante,https://t.co/tVXlmh3uX3,Twitter for iPhone,unidentified,2017-06-21,2017,June,Wednesday,00:06:44,0,27734,5352
68,877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,12,10,Nelly,https://t.co/kVwm88J6Yr,Twitter for iPhone,unidentified,2017-06-20,2017,June,Tuesday,16:29:50,16,27551,5789
69,876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,12,10,Ginger,https://t.co/zuDk9mBEMO,Twitter for iPhone,pupper,2017-06-19,2017,June,Monday,16:24:33,16,20978,3477
70,876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,13,10,Benedict,https://t.co/ccBFQU5UWO,Twitter for iPhone,unidentified,2017-06-18,2017,June,Sunday,16:57:37,16,19016,2487
71,876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",13,10,Venti,https://t.co/9NqZV4WwyX,Twitter for iPhone,unidentified,2017-06-17,2017,June,Saturday,16:52:05,16,28288,4846
72,875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",13,10,Goose,https://t.co/XRwtpQiJ15,Twitter for iPhone,unidentified,2017-06-16,2017,June,Friday,16:11:53,16,25591,4451
73,875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,13,10,Nugget,https://t.co/wK0pt8Cnck,Twitter for iPhone,unidentified,2017-06-15,2017,June,Thursday,00:13:52,0,22268,5085
74,875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,12,10,None,https://t.co/brCQoqc8AW,Twitter for iPhone,unidentified,2017-06-14,2017,June,Wednesday,16:04:48,16,25858,4863
75,874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,12,10,Cash,https://t.co/lZhtizkURD,Twitter for iPhone,unidentified,2017-06-13,2017,June,Tuesday,17:29:20,17,28271,4800
76,874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,13,10,Jed,https://t.co/0YplNnSMEm,Twitter for iPhone,pupper,2017-06-12,2017,June,Monday,16:06:11,16,26461,4255
77,874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10",12,10,None,https://t.co/0MXV9ZDhS5,Twitter for iPhone,unidentified,2017-06-12,2017,June,Monday,00:15:36,0,22994,4095
78,874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo",13,10,Sebastian,https://t.co/jonYjPNmYx,Twitter for iPhone,puppo,2017-06-11,2017,June,Sunday,21:18:31,21,35246,10848
79,873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly",13,10,None,https://t.co/jbitZ0V20S,Twitter for iPhone,unidentified,2017-06-10,2017,June,Saturday,16:39:04,16,24651,4086
80,873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below
",12,10,Sierra,https://t.co/CWPYZJvjrI,Twitter for iPhone,pupper,2017-06-09,2017,June,Friday,16:22:42,16,7404,1644
81,872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,12,10,None,https://t.co/8rpIJr9sAC,Twitter for iPhone,doggo,2017-06-09,2017,June,Friday,00:02:31,0,27809,5605
82,872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10",13,10,None,https://t.co/M15eX8HhsR,Twitter for iPhone,unidentified,2017-06-08,2017,June,Thursday,14:20:41,14,14950,3838
83,872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,13,10,Monkey,https://t.co/lUcpnZDPz9,Twitter for iPhone,unidentified,2017-06-08,2017,June,Thursday,01:06:27,1,21170,3856
84,872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10,12,10,None,https://t.co/xFWhrdMuTh,Twitter for iPhone,unidentified,2017-06-07,2017,June,Wednesday,16:14:40,16,41295,9307
85,872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck,13,10,Harry,https://t.co/iZPEmIPLLY,Twitter for iPhone,unidentified,2017-06-07,2017,June,Wednesday,01:19:32,1,34831,6574
86,872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on,12,10,Kody,https://t.co/l4qou61pKu,Twitter for iPhone,unidentified,2017-06-06,2017,June,Tuesday,16:07:15,16,35080,8434
87,871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10,13,10,Lassie,https://t.co/vgvqHeVsE0,Twitter for iPhone,unidentified,2017-06-06,2017,June,Tuesday,00:01:46,0,38814,11724
88,871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10,12,10,Rover,https://t.co/NxsjNYcUBx,Twitter for iPhone,pupper,2017-06-05,2017,June,Monday,16:15:56,16,20640,3625
89,871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo,12,10,Napolean,https://t.co/1HZLp9TE6u,Twitter for iPhone,doggo,2017-06-04,2017,June,Sunday,23:56:03,23,20599,3593
90,871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking",13,10,Boomer,https://t.co/ESmXMT4AxF,Twitter for iPhone,unidentified,2017-06-03,2017,June,Saturday,15:55:36,15,23089,3952
91,870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10,11,10,None,https://t.co/oZ7H2eO79W,Twitter for iPhone,unidentified,2017-06-03,2017,June,Saturday,00:48:22,0,33585,6314
92,870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here:",13,10,Cody,https://t.co/EHTUbra0oP,Twitter for iPhone,unidentified,2017-06-02,2017,June,Friday,15:00:16,15,12721,2770
93,870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10,13,10,Zoey,https://t.co/6SWu4xkvDk,Twitter for iPhone,unidentified,2017-06-01,2017,June,Thursday,20:18:38,20,84411,27348
94,870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking",13,10,Rumble,https://t.co/LR0TT56LvT,Twitter for iPhone,unidentified,2017-06-01,2017,June,Thursday,16:00:09,16,22301,4330
95,870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride,14,10,Clifford,https://t.co/pf6BEpgCfo,Twitter for iPhone,unidentified,2017-05-31,2017,May,Wednesday,23:43:25,23,37504,8721
96,869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly",13,10,Dewey,https://t.co/HciEaJkC4D,Twitter for iPhone,unidentified,2017-05-31,2017,May,Wednesday,04:27:59,4,43387,10515
97,869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley,13,10,Stanley,https://t.co/RjBqu7O8Yw,Twitter for iPhone,unidentified,2017-05-30,2017,May,Tuesday,23:51:58,23,28892,6627
98,869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for,12,10,Scout,https://t.co/8UTtgmsPdl,Twitter for iPhone,doggo,2017-05-30,2017,May,Tuesday,16:49:31,16,16355,3279
99,869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well,13,10,Gizmo,https://t.co/2lERR4Uoyt,Twitter for iPhone,unidentified,2017-05-29,2017,May,Monday,16:24:37,16,20958,3982
100,868880397819494401,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter,14,10,Walter,https://t.co/r28jFx9uyF,Twitter for iPhone,unidentified,2017-05-28,2017,May,Sunday,17:23:24,17,66550,15105
101,868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways,13,10,None,https://t.co/yeaH8Ej5eM,Twitter for iPhone,unidentified,2017-05-28,2017,May,Sunday,00:18:35,0,28081,6200
102,868552278524837888,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help
",12,10,Cooper,https://t.co/0xI8JbHfLa,Twitter for iPhone,unidentified,2017-05-27,2017,May,Saturday,19:39:34,19,10452,2203
103,867900495410671616,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10",12,10,None,https://t.co/DI5BnH6c3G,Twitter for iPhone,unidentified,2017-05-26,2017,May,Friday,00:29:37,0,24806,4384
104,867774946302451713,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold,13,10,Harold,https://t.co/ZYg3NZGICa,Twitter for iPhone,unidentified,2017-05-25,2017,May,Thursday,16:10:44,16,34913,7702
105,867421006826221569,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo,12,10,Shikha,https://t.co/nqhQ44KnQL,Twitter for iPhone,puppo,2017-05-24,2017,May,Wednesday,16:44:18,16,16618,2655
106,867051520902168576,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10",13,10,None,https://t.co/Qk5Xvus2gJ,Twitter for iPhone,unidentified,2017-05-23,2017,May,Tuesday,16:16:06,16,33157,8321
107,866686824827068416,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely,12,10,Lili,https://t.co/PSJxrMtzCu,Twitter for iPhone,unidentified,2017-05-22,2017,May,Monday,16:06:55,16,19927,3688
