,tweet_id,text,rating_numerator,rating_denominator,name,url,source,stage,Date,Year,Month,Day_of_Week,Time,Hour,favorite_count,retweet_count,image_url,image_number,top_prediction,top_pred_conf,is_dog_top_pred,second_prediction,second_pred_conf,is_dog_sec_pred,third_prediction,third_pred_conf,is_dog_third_pred
14,889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek,13,10,Stuart,https://t.co/Ya3bdfYuCx,Twitter for iPhone,puppo,2017-07-24,2017,July,Monday,17:02:04,17,15287,2292,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Labrador_Retriever,0.953442,True,Labrador_Retriever,0.0138341,True,Redbone,0.00795775,True
15,889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek,13,10,Oliver,https://t.co/qw5xRwBaIv,Twitter for iPhone,unidentified,2017-07-24,2017,July,Monday,00:19:32,0,25627,5587,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Borzoi,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True
16,888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both,12,10,Jim,https://t.co/chxruIOUJN,Twitter for iPhone,unidentified,2017-07-23,2017,July,Sunday,00:22:39,0,29455,4646,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Tibetan_Mastiff,0.714719,True,Tibetan_Mastiff,0.120184,True,Labrador_Retriever,0.105506,True
17,888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best,13,10,Zeke,https://t.co/L5cCoR2huQ,Twitter for iPhone,unidentified,2017-07-22,2017,July,Saturday,16:56:37,16,25920,4497,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Labrador_Retriever,0.46976,True,Labrador_Retriever,0.184172,True,English_Setter,0.0734817,True
18,888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af,13,10,Ralphus,https://t.co/YnYAFCTTiK,Twitter for iPhone,unidentified,2017-07-22,2017,July,Saturday,00:23:06,0,20194,3698,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Eskimo_Dog,0.700377,True,Eskimo_Dog,0.166511,True,Malamute,0.111411,True
19,888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,12,10,Gerald,https://t.co/UibDBnVpvR,Twitter for iPhone,unidentified,2017-07-20,2017,July,Thursday,16:49:33,16,22068,3611,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,Pug,0.995026,True,Pug,0.000931908,True,Bull_Mastiff,0.000903211,True
20,887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,13,10,Jeffrey,https://t.co/m7BR4JgDrZ,Twitter for iPhone,unidentified,2017-07-19,2017,July,Wednesday,16:06:48,16,30596,5548,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Redbone,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.026236400000000003,True
21,887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy),14,10,such,https://t.co/20VrLAA8ba,Twitter for iPhone,unidentified,2017-07-19,2017,July,Wednesday,03:39:09,3,46777,11980,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Tow_Truck,0.130432,False,Tow_Truck,0.0291754,False,Shopping_Cart,0.0263208,False
22,887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,13,10,Canela,https://t.co/cLyzpcUcMX,Twitter for iPhone,unidentified,2017-07-19,2017,July,Wednesday,00:47:34,0,70052,18760,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Rhodesian_Ridgeback,0.809197,True,Rhodesian_Ridgeback,0.05495,True,Beagle,0.0389148,True
23,887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),13,10,None,https://t.co/WZqNqygEyV,Twitter for iPhone,unidentified,2017-07-18,2017,July,Tuesday,16:08:03,16,34098,10659,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Sea_Lion,0.330741,True,Sea_Lion,0.275645,False,Weimaraner,0.134203,True
24,887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,12,10,None,https://t.co/UgW2xbO7Rg,Twitter for iPhone,unidentified,2017-07-18,2017,July,Tuesday,00:07:08,0,30944,6114,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Eskimo_Dog,0.733942,True,Eskimo_Dog,0.0350295,True,Staffordshire_Bullterrier,0.029704700000000007,True
25,886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,13,10,Maya,https://t.co/I6oNy0CgiT,Twitter for iPhone,unidentified,2017-07-17,2017,July,Monday,16:17:36,16,35650,7982,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Toy_Terrier,0.793469,True,Toy_Terrier,0.143528,True,Can_Opener,0.0322529,False
26,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help
",13,10,Mingus,https://t.co/RipKYZ0T1u,Twitter for iPhone,unidentified,2017-07-16,2017,July,Sunday,23:58:41,23,12240,3389,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Great_Pyrenees,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True
27,886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal,13,10,Derek,https://t.co/BCoWue0abA,Twitter for iPhone,unidentified,2017-07-16,2017,July,Sunday,20:14:00,20,22712,4581,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Sports_Car,0.738995,False,Sports_Car,0.139952,False,Car_Wheel,0.0441727,False
28,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,12,10,Roscoe,https://t.co/iIu3AF8IWH,Twitter for iPhone,pupper,2017-07-15,2017,July,Saturday,23:25:31,23,21411,3271,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,Chihuahua,0.999201,True,Chihuahua,0.000361178,True,Boston_Bull,7.55616e-05,True
29,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,13,10,Waffles,https://t.co/xZDA9Qsq1O,Twitter for iPhone,unidentified,2017-07-15,2017,July,Saturday,16:17:19,16,28335,6462,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Shower_Cap,0.943575,True,Shower_Cap,0.0252856,False,Siamese_Cat,0.00284892,False
30,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,12,10,Jimbo,https://t.co/lWeeGBBXmE,Twitter for iPhone,unidentified,2017-07-14,2017,July,Friday,22:10:11,22,33154,7003,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Shih-Tzu,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_Mountain_Dog,0.00623915,True
31,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,13,10,Maisey,https://t.co/tp1kQ8i9JF,Twitter for iPhone,unidentified,2017-07-13,2017,July,Thursday,15:58:47,15,36476,6606,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Labrador_Retriever,0.369275,True,Labrador_Retriever,0.265835,True,Kuvasz,0.134697,True
32,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,13,10,None,https://t.co/JMU4y341NB,Twitter for iPhone,unidentified,2017-07-12,2017,July,Wednesday,16:03:00,16,22219,4499,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Siberian_Husky,0.8124819999999999,True,Siberian_Husky,0.0717125,True,Eskimo_Dog,0.0557697,True
33,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",12,10,Earl,https://t.co/MYJvdlNRVa,Twitter for iPhone,unidentified,2017-07-12,2017,July,Wednesday,00:01:00,0,78649,19034,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,American_Staffordshire_Terrier,0.259916,True,American_Staffordshire_Terrier,0.198451,True,Staffordshire_Bullterrier,0.127725,True
34,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,13,10,Lola,https://t.co/DbNzLkDIxh,Twitter for iPhone,unidentified,2017-07-11,2017,July,Tuesday,20:47:12,20,28337,6010,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Norwich_Terrier,0.822103,True,Norwich_Terrier,0.106075,True,Norfolk_Terrier,0.0373485,True
35,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,13,10,Kevin,https://t.co/1r4MFCbCX5,Twitter for iPhone,unidentified,2017-07-11,2017,July,Tuesday,00:00:02,0,24645,5059,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,French_Bulldog,0.5464060000000001,True,French_Bulldog,0.404291,True,Brabancon_Griffon,0.0440019,True
36,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",14,10,None,https://t.co/JkL9KmUt8X,Twitter for iPhone,unidentified,2017-07-10,2017,July,Monday,15:58:53,15,27347,5809,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Cardigan,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
37,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,12,10,Yogi,https://t.co/KcQj5mNR4m,Twitter for iPhone,doggo,2017-07-09,2017,July,Sunday,21:29:42,21,20652,3080,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,Malinois,0.707046,True,Malinois,0.199396,True,Norwegian_Elkhound,0.0491476,True
38,883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,12,10,Noah,https://t.co/zrf7IQnlHI,Twitter for iPhone,unidentified,2017-07-09,2017,July,Sunday,00:00:04,0,22179,3542,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Miniature_Pinscher,0.610946,True,Miniature_Pinscher,0.299603,True,Kelpie,0.0630203,True
39,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",5,10,Bella,https://t.co/qjrljjt948,Twitter for iPhone,unidentified,2017-07-08,2017,July,Saturday,00:28:19,0,46557,10284,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Labrador_Retriever,0.943082,True,Labrador_Retriever,0.032409,True,Kuvasz,0.00550072,True
40,883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,13,10,Grizzwald,https://t.co/vAdjP5ANuJ,Twitter for iPhone,floofer,2017-07-07,2017,July,Friday,16:22:55,16,22840,3784,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Tibetan_Mastiff,0.987997,True,Tibetan_Mastiff,0.00709872,True,Newfoundland,0.00214033,True
41,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",13,10,None,https://t.co/Se5fZ9wp5E,Twitter for iPhone,unidentified,2017-07-07,2017,July,Friday,00:17:54,0,37690,6860,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Labrador_Retriever,0.949562,True,Labrador_Retriever,0.045947900000000014,True,Kuvasz,0.00247094,True
42,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,13,10,Rusty,https://t.co/tyER0KpdXj,Twitter for iPhone,unidentified,2017-07-06,2017,July,Thursday,15:58:11,15,24281,4062,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Siberian_Husky,0.466778,True,Siberian_Husky,0.406044,True,Dingo,0.07341439999999999,False
43,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,12,10,Gus,https://t.co/D43I96SlVu,Twitter for iPhone,pupper,2017-07-06,2017,July,Thursday,00:46:41,0,28705,5060,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Chesapeake_Bay_Retriever,0.85005,True,Chesapeake_Bay_Retriever,0.074257,True,Flat-Coated_Retriever,0.015579399999999997,True
44,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),13,10,Stanley,https://t.co/KoU1kxPBcn,Twitter for iPhone,unidentified,2017-07-05,2017,July,Wednesday,15:48:34,15,28243,6265,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Chihuahua,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
45,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,13,10,Alfy,https://t.co/fYP5RlutfA,Twitter for iPhone,unidentified,2017-07-04,2017,July,Tuesday,16:01:23,16,45580,11938,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Labrador_Retriever,0.762211,True,Labrador_Retriever,0.0989849,True,Cocker_Spaniel,0.0171995,True
46,882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",13,10,Koko,https://t.co/cj0lK9TLUv,Twitter for iPhone,unidentified,2017-07-04,2017,July,Tuesday,01:18:17,1,29752,5136,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Dhole,0.949591,False,Dhole,0.0173258,False,Golden_Retriever,0.00694063,True
47,881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,12,10,Rey,https://t.co/503CgWbhxQ,Twitter for iPhone,unidentified,2017-07-03,2017,July,Monday,16:04:48,16,24624,3501,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Chesapeake_Bay_Retriever,0.291539,True,Chesapeake_Bay_Retriever,0.278966,True,Koala,0.12701700000000002,False
48,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,13,10,Gary,https://t.co/7CSWCl8I6s,Twitter for iPhone,unidentified,2017-07-03,2017,July,Monday,00:11:11,0,51219,10980,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Afghan_Hound,0.529012,True,Afghan_Hound,0.25000300000000003,True,Golden_Retriever,0.16073900000000002,True
49,881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)",14,10,a,https://t.co/w1FVZz0JFM,Twitter for iPhone,pupper,2017-07-02,2017,July,Sunday,15:32:16,15,50092,16459,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Angora,0.281463,True,Angora,0.272066,False,Persian_Cat,0.114854,False
50,881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,12,10,Elliot,https://t.co/J4Q5YjzLH0,Twitter for iPhone,unidentified,2017-07-01,2017,July,Saturday,21:49:04,21,23379,5306,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Indian_Elephant,0.473303,False,Indian_Elephant,0.245646,False,Ibex,0.0556607,False
51,880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking,13,10,Louis,https://t.co/D0wb1GlKAt,Twitter for iPhone,unidentified,2017-06-30,2017,June,Friday,23:47:07,23,17222,2858,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,Umbrella,0.251801,False,Umbrella,0.115123,False,Traffic_Light,0.0695338,False
52,880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,12,10,None,https://t.co/1nxJLhk0Sd,Twitter for iPhone,unidentified,2017-06-30,2017,June,Friday,19:35:32,19,21599,3931,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Norwich_Terrier,0.791416,True,Norwich_Terrier,0.0613929,True,Chihuahua,0.0337257,True
53,880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,12,10,Bella,https://t.co/4VsFysDmiw,Twitter for iPhone,unidentified,2017-06-29,2017,June,Thursday,16:39:47,16,28889,6460,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Labrador_Retriever,0.913255,True,Labrador_Retriever,0.0263286,True,Cocker_Spaniel,0.00937082,True
54,880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,12,10,Jesse,https://t.co/fUod0tVmvK,Twitter for iPhone,unidentified,2017-06-29,2017,June,Thursday,00:27:25,0,27451,4375,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Meerkat,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True
55,880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,11,10,None,https://t.co/yxYE3cWcCP,Twitter for iPhone,unidentified,2017-06-28,2017,June,Wednesday,16:09:20,16,27977,4476,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Rhodesian_Ridgeback,0.120298,True,Rhodesian_Ridgeback,0.106395,True,Beagle,0.106073,True
56,879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,13,10,Romeo,https://t.co/Qh5aEkRQm9,Twitter for iPhone,unidentified,2017-06-28,2017,June,Wednesday,00:42:13,0,22564,3605,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Beagle,0.813507,True,Beagle,0.146654,True,Cocker_Spaniel,0.00948502,True
57,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,12,10,Bailey,https://t.co/IxM9IMKQq8,Twitter for iPhone,unidentified,2017-06-27,2017,June,Tuesday,00:10:17,0,23694,3284,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,Vizsla,0.479896,True,Vizsla,0.124353,True,Bath_Towel,0.0733202,False
58,879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),13,10,Duddles,https://t.co/UDT7ZkcTgY,Twitter for iPhone,unidentified,2017-06-26,2017,June,Monday,19:07:24,19,107386,45453,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,Boston_Bull,0.383404,True,Boston_Bull,0.134967,True,Cardigan,0.110481,True
59,879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,12,10,Jack,https://t.co/RqUrIisQta,Twitter for iPhone,unidentified,2017-06-26,2017,June,Monday,16:31:08,16,16993,3214,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Labrador_Retriever,0.663601,False,Labrador_Retriever,0.0334961,True,Pembroke,0.0188266,True
60,879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,11,10,Steven,https://t.co/ffTAMZt2n7,Twitter for iPhone,unidentified,2017-06-25,2017,June,Sunday,18:56:45,18,22895,4864,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Window_Screen,0.311861,False,Window_Screen,0.169123,False,Egyptian_Cat,0.132932,False
61,879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,13,10,Beau,https://t.co/YDtpCjIPKN,Twitter for iPhone,unidentified,2017-06-25,2017,June,Sunday,16:07:47,16,19210,2782,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,Miniature_Pinscher,0.960513,True,Miniature_Pinscher,0.00943065,True,American_Staffordshire_Terrier,0.0087113,True
62,878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,13,10,Snoopy,https://t.co/0Uxl9Gq7hN,Twitter for iPhone,puppo,2017-06-25,2017,June,Sunday,00:45:22,0,19617,4254,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Whippet,0.734684,True,Whippet,0.15048699999999998,True,Ibizan_Hound,0.0397246,True
63,878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below
",13,10,Shadow,https://t.co/5HuiInQveF,Twitter for iPhone,unidentified,2017-06-23,2017,June,Friday,16:00:04,16,7867,1334,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Collie,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True
